1.00E-11,129.937
1.10E-11,123.719
1.22E-11,117.799
1.34E-11,112.163
1.48E-11,106.795
1.63E-11,101.685
1.80E-11,96.8195
1.99E-11,92.1866
2.19E-11,87.7754
2.42E-11,83.5752
2.67E-11,79.5761
2.94E-11,75.7683
3.24E-11,72.1427
3.58E-11,68.6906
3.95E-11,65.4037
4.35E-11,62.2741
4.80E-11,59.2942
5.30E-11,56.457
5.84E-11,53.7554
6.44E-11,51.1832
7.11E-11,48.734
7.84E-11,46.4021
8.65E-11,44.1817
9.54E-11,42.0676
1.05E-10,40.0546
1.16E-10,38.138
1.28E-10,36.313
1.41E-10,34.5754
1.56E-10,32.921
1.72E-10,31.3457
1.90E-10,29.8457
2.09E-10,28.4176
2.31E-10,27.0578
2.54E-10,25.7631
2.81E-10,24.5303
3.09E-10,23.3565
3.41E-10,22.2389
3.77E-10,21.1747
4.15E-10,20.1615
4.58E-10,19.1968
5.05E-10,18.2782
5.57E-10,17.4036
6.15E-10,16.5708
6.78E-10,15.7779
7.48E-10,15.0229
8.25E-10,14.304
9.10E-10,13.6196
1.00E-09,12.9679
1.11E-09,12.3474
1.22E-09,11.7565
1.35E-09,11.194
1.49E-09,10.6584
1.64E-09,10.1484
1.81E-09,9.66276
1.99E-09,9.2004
2.20E-09,8.76016
2.43E-09,8.34099
2.68E-09,7.94188
2.95E-09,7.56187
3.26E-09,7.20005
3.59E-09,6.85554
3.96E-09,6.52753
4.37E-09,6.21525
4.82E-09,5.91794
5.32E-09,5.63492
5.87E-09,5.36552
6.47E-09,5.10908
7.14E-09,4.86496
7.87E-09,4.6325
8.68E-09,4.41106
9.58E-09,4.20006
1.06E-08,3.99904
1.17E-08,3.80759
1.29E-08,3.62536
1.42E-08,3.45196
1.56E-08,3.28698
1.73E-08,3.12987
1.90E-08,2.98014
2.10E-08,2.83748
2.32E-08,2.70167
2.52E-08,2.58752
2.53E-08,2.58455
2.79E-08,2.4609
3.08E-08,2.34311
3.40E-08,2.23093
3.75E-08,2.1242
4.13E-08,2.02278
4.56E-08,1.92628
5.03E-08,1.83415
5.54E-08,1.74631
6.12E-08,1.66269
6.75E-08,1.58311
7.44E-08,1.50736
8.21E-08,1.43539
9.05E-08,1.36705
9.99E-08,1.30169
1.10E-07,1.23938
1.21E-07,1.18007
1.34E-07,1.12363
1.48E-07,1.06991
1.63E-07,1.019
1.81E-07,0.96709
2.00E-07,0.920831
2.20E-07,0.876808
2.43E-07,0.834912
2.68E-07,0.795038
2.96E-07,0.757088
3.26E-07,0.72101
3.62E-07,0.684499
4.00E-07,0.651819
4.44E-07,0.618565
4.90E-07,0.589107
5.40E-07,0.561052
5.96E-07,0.53437
6.53E-07,0.510886
7.25E-07,0.484969
8.00E-07,0.461959
8.82E-07,0.440076
9.73E-07,0.419206
1.08E-06,0.397999
1.19E-06,0.37919
1.30E-06,0.363979
1.43E-06,0.346803
1.58E-06,0.330509
1.73E-06,0.316089
1.89E-06,0.302327
2.09E-06,0.288149
