1.00E-11,5958.04
1.10E-11,5672.92
1.22E-11,5401.44
1.34E-11,5142.95
1.48E-11,4896.83
1.63E-11,4662.48
1.80E-11,4439.35
1.99E-11,4226.89
2.19E-11,4024.6
2.42E-11,3831.99
2.67E-11,3648.59
2.94E-11,3473.96
3.24E-11,3307.69
3.58E-11,3149.37
3.95E-11,2998.63
4.35E-11,2855.09
4.80E-11,2718.43
5.30E-11,2588.3
5.84E-11,2464.39
6.44E-11,2346.41
7.11E-11,2234.07
7.84E-11,2127.11
8.65E-11,2025.26
9.54E-11,1928.28
1.05E-10,1835.94
1.16E-10,1748.01
1.28E-10,1664.28
1.41E-10,1584.56
1.56E-10,1508.65
1.72E-10,1436.37
1.90E-10,1367.54
2.09E-10,1301.99
2.31E-10,1239.58
2.54E-10,1180.15
2.81E-10,1123.56
3.09E-10,1069.67
3.41E-10,1018.34
3.77E-10,969.472
4.15E-10,922.93
4.58E-10,878.606
5.05E-10,836.394
5.57E-10,796.191
6.15E-10,757.902
6.78E-10,721.433
7.48E-10,686.697
8.25E-10,653.609
9.10E-10,622.091
1.00E-09,592.064
1.11E-09,563.458
1.22E-09,536.202
1.35E-09,510.23
1.49E-09,485.479
1.64E-09,461.888
1.81E-09,439.401
1.99E-09,417.961
2.20E-09,397.516
2.43E-09,378.017
2.68E-09,359.415
2.95E-09,341.664
3.26E-09,324.723
3.59E-09,308.547
3.96E-09,293.095
4.37E-09,278.325
4.82E-09,264.194
5.32E-09,250.665
5.87E-09,237.705
6.47E-09,225.286
7.14E-09,213.382
7.87E-09,201.968
8.68E-09,191.024
9.58E-09,180.532
1.05E-08,171.175
1.15E-08,162.183
1.26E-08,153.534
1.38E-08,145.232
1.51E-08,137.268
1.65E-08,129.653
1.81E-08,122.379
1.97E-08,115.974
2.14E-08,109.863
2.33E-08,104.051
2.52E-08,98.834
2.53E-08,98.6866
2.75E-08,93.4385
2.99E-08,88.4598
3.26E-08,83.7514
3.54E-08,79.311
3.85E-08,75.1259
4.19E-08,71.1693
4.56E-08,67.43
4.96E-08,63.9049
5.39E-08,60.5851
5.86E-08,57.4615
6.38E-08,54.5262
6.94E-08,51.7736
7.55E-08,49.1998
8.21E-08,46.8037
8.86E-08,44.7644
9.57E-08,42.8812
1.03E-07,41.1591
1.12E-07,39.6115
1.21E-07,38.2532
1.29E-07,37.2041
1.39E-07,36.3575
1.48E-07,35.7972
1.57E-07,35.4627
1.64E-07,35.3869
1.74E-07,35.502
1.82E-07,35.8382
1.92E-07,36.4324
2.01E-07,37.321
2.11E-07,38.5366
2.24E-07,40.3308
2.48E-07,44.3911
2.57E-07,45.5736
2.64E-07,46.2471
2.70E-07,46.5143
2.73E-07,46.5532
2.79E-07,46.382
2.85E-07,45.8894
2.91E-07,45.0603
2.98E-07,43.8943
3.04E-07,42.4221
3.10E-07,40.6821
3.21E-07,37.367
3.37E-07,32.3573
3.47E-07,29.5598
3.54E-07,27.5698
3.62E-07,25.6935
3.70E-07,23.9533
3.78E-07,22.3461
3.86E-07,20.8785
3.94E-07,19.5384
4.02E-07,18.3241
4.11E-07,17.2207
4.19E-07,16.2235
4.28E-07,15.3178
4.37E-07,14.4987
4.47E-07,13.7532
4.56E-07,13.077
4.66E-07,12.4596
4.76E-07,11.8973
4.86E-07,11.3818
5.00E-07,10.7612
5.14E-07,10.2065
5.28E-07,9.70915
5.43E-07,9.26178
5.59E-07,8.85843
5.75E-07,8.49415
5.95E-07,8.08801
6.16E-07,7.73011
6.38E-07,7.41666
6.61E-07,7.14418
6.85E-07,6.91227
7.09E-07,6.71951
7.34E-07,6.56769
7.61E-07,6.46226
7.82E-07,6.41611
7.97E-07,6.40702
8.19E-07,6.4316
8.37E-07,6.48643
8.55E-07,6.57929
8.73E-07,6.71949
8.85E-07,6.84486
8.98E-07,7.0012
9.10E-07,7.19442
9.23E-07,7.43203
9.36E-07,7.72358
9.46E-07,7.98476
9.56E-07,8.28918
9.66E-07,8.64636
9.76E-07,9.06452
9.87E-07,9.55534
9.93E-07,9.93045
1.00E-06,10.3496
1.01E-06,10.8186
1.01E-06,11.344
1.02E-06,11.9333
1.03E-06,12.5948
1.04E-06,13.3373
1.04E-06,14.1705
1.05E-06,15.1041
1.06E-06,16.1471
