1.0000000000000001e-11,3.08831
1.10304e-11,2.94053
1.21669e-11,2.79983
1.3420499999999998e-11,2.66586
1.4803399999999998e-11,2.53831
1.6328699999999996e-11,2.41685
1.80111e-11,2.30121
1.98669e-11,2.1911
2.19139e-11,2.08626
2.41719e-11,1.98644
2.66625e-11,1.89139
2.94097e-11,1.8009
3.244e-11,1.71473
3.5782499999999994e-11,1.63269
3.9469399999999997e-11,1.55457
4.3536199999999996e-11,1.4802
4.80221e-11,1.40938
5.29701e-11,1.34195
5.8428e-11,1.27775
6.44483e-11,1.21662
7.108879999999999e-11,1.15841
7.841359999999999e-11,1.103
8.649309999999998e-11,1.05023
9.54051e-11,0.99999
1.05235e-10,0.952155
1.1607799999999998e-10,0.906609
1.28039e-10,0.863244
1.41232e-10,0.821955
1.55784e-10,0.782642
1.71835e-10,0.745212
1.8954e-10,0.709573
2.0906999999999998e-10,0.675641
2.3061199999999998e-10,0.643334
2.5437399999999995e-10,0.612573
2.80583e-10,0.583286
3.0949399999999997e-10,0.555402
3.41383e-10,0.528853
3.7655799999999997e-10,0.503576
4.15358e-10,0.47951
4.58155e-10,0.456597
5.053619999999999e-10,0.434782
5.574329999999999e-10,0.414012
6.14869e-10,0.394238
6.78223e-10,0.375413
7.48105e-10,0.35749
8.25188e-10,0.340426
9.102129999999999e-10,0.324182
1.0039999999999998e-09,0.308717
1.10745e-09,0.293994
1.2215599999999999e-09,0.279979
1.3474199999999999e-09,0.266636
1.48625e-09,0.253935
1.6393899999999999e-09,0.241845
1.80831e-09,0.230336
1.9946299999999998e-09,0.219382
2.20016e-09,0.208955
2.4268499999999997e-09,0.199031
2.6769099999999996e-09,0.189586
2.95273e-09,0.180599
3.2569699999999998e-09,0.172047
3.59256e-09,0.163912
3.96272e-09,0.156171
4.3710299999999995e-09,0.148806
4.82141e-09,0.141796
5.31819e-09,0.135125
5.866159999999999e-09,0.128775
6.47059e-09,0.122736
7.1373e-09,0.116994
7.872709999999999e-09,0.111536
8.68389e-09,0.106344
9.578649999999999e-09,0.101405
1.05656e-08,0.0967071
1.16543e-08,0.092241
1.2855099999999999e-08,0.0879993
1.41796e-08,0.0839741
1.56406e-08,0.0801564
1.7373900000000002e-08,0.0762785
1.92983e-08,0.0726074
2.1436899999999997e-08,0.0691332
2.38113e-08,0.0658542
2.52419e-08,0.0641149
2.5299999999999998e-08,0.0640475
2.81037e-08,0.0610623
3.12166e-08,0.0582448
3.46759e-08,0.0555831
3.85167e-08,0.0530903
4.2785099999999994e-08,0.050751
4.7524099999999995e-08,0.0485477
5.27906e-08,0.0464821
5.86379e-08,0.0445543
6.5136e-08,0.0427588
7.23507e-08,0.041102
8.09314e-08,0.0394718
9.05297e-08,0.0379733
1.0126599999999999e-07,0.0366174
1.13277e-07,0.0354051
1.2671099999999998e-07,0.0343391
1.41739e-07,0.0334263
1.59667e-07,0.0326413
1.78604e-07,0.0320671
1.9978599999999999e-07,0.0316859
2.2348000000000001e-07,0.0315163
2.2753399999999998e-07,0.0315129
2.52749e-07,0.0316373
2.78791e-07,0.0320028
3.05363e-07,0.0326071
3.32141e-07,0.0334463
3.58754e-07,0.0345122
3.85261e-07,0.0358152
4.10341e-07,0.0372876
4.33993e-07,0.0389111
4.59007e-07,0.0409062
4.82063e-07,0.0430318
5.027559999999999e-07,0.0452065
5.24336e-07,0.0477831
5.43039e-07,0.0503079
5.62382e-07,0.053247
5.82442e-07,0.0567025
5.98992e-07,0.0599149
6.16013e-07,0.0636134
6.290799999999999e-07,0.0667631
6.42455e-07,0.0703051
6.560829999999999e-07,0.0742881
6.70032e-07,0.0788115
6.842449999999999e-07,0.083954
6.98793e-07,0.0898649
7.086519999999999e-07,0.0942977
7.18649e-07,0.0991936
7.28788e-07,0.104621
7.3907e-07,0.110662
7.494969999999999e-07,0.117414
7.60071e-07,0.124998
7.707939999999999e-07,0.133559
7.78931e-07,0.140724
7.871439999999999e-07,0.148621
7.954729999999999e-07,0.157398
8.0388e-07,0.167148
8.12366e-07,0.178025
8.20932e-07,0.190213
8.296179999999999e-07,0.204005
8.38387e-07,0.219627
8.442589999999999e-07,0.231188
8.50215e-07,0.243936
8.5617e-07,0.257839
8.6221e-07,0.273269
8.68249e-07,0.290215
8.74374e-07,0.30916
8.80499e-07,0.330132
8.8671e-07,0.353779
8.91368e-07,0.373311
8.9607e-07,0.394798
9.00794e-07,0.418402
9.05518e-07,0.44429
9.10309e-07,0.473194
9.151e-07,0.505142
9.199129999999999e-07,0.540761
9.24771e-07,0.580842
9.296299999999999e-07,0.625742
9.32891e-07,0.65899
9.36176e-07,0.695326
9.394599999999999e-07,0.73487
9.42745e-07,0.778014
9.46053e-07,0.825567
9.493839999999999e-07,0.878168
