Emt,Eme,E0,Pu239a,Pu240a,Pu241a,U235a,U238a,Pu239f,Pu240f,Pu241f,U235f,U238f,SumErr
0.3,100000.0,0.04,0.585353075024,0.228427529516,1.47277095594,1.3409483687,3.0468450664,0.961919733642,0.268388209803,1.38879836463,1.96049262409,0.691480352123,11.9454242799
0.3,100000.0,0.0436842105263,0.2355608103,0.267262691333,0.814797535562,0.692773456001,3.3060316086,0.471628574883,0.443426303067,0.748390317133,1.08535312309,0.942335927906,9.00756034788
0.3,100000.0,0.0473684210526,0.00311288467187,0.291120133699,0.38345622462,0.279090550918,3.48630127839,0.147194856721,0.561149234993,0.32712933666,0.526519162999,1.11078288168,7.11585654535
0.3,100000.0,0.0510526315789,0.166664980993,0.306006910293,0.0977167525629,0.0119554497578,3.61093993519,0.0693253725846,0.640474431615,0.0476112593625,0.165685062446,1.22414727853,6.34052743334
0.3,100000.0,0.0547368421053,0.281208506922,0.31558052502,0.0966010975943,0.165321361541,3.69845554345,0.217475992004,0.695032323349,0.142557066962,0.0736499570096,1.30203814048,6.98792051433
0.3,100000.0,0.0584210526316,0.363661886881,0.321951530207,0.232895982294,0.286782859329,3.76135356449,0.321931158319,0.733576754768,0.27588578233,0.237497098464,1.35702069896,7.89255731604
0.3,100000.0,0.0621052631579,0.424688517482,0.326335993947,0.331465858367,0.372677099263,3.80770430614,0.397815265876,0.761571524798,0.372212553205,0.353245365115,1.39692574013,8.54464222433
0.3,100000.0,0.0657894736842,0.471045307253,0.329448549212,0.404802605535,0.435229930946,3.84269515428,0.454497686563,0.782443018066,0.443777446911,0.437438898164,1.42665837072,9.02803696764
0.3,100000.0,0.0694736842105,0.507093898899,0.331720950467,0.460773478641,0.482007591706,3.86970388515,0.497910742963,0.798379210523,0.498301680055,0.500317534884,1.44934794997,9.39555692326
0.3,100000.0,0.0731578947368,0.53571624448,0.333421933502,0.50446619823,0.517823657493,3.89097356774,0.531908094265,0.810809854867,0.540783310251,0.548395127376,1.46703781887,9.68133580707
0.3,100000.0,0.0768421052632,0.558863556552,0.33472373054,0.5392600673,0.545826096549,3.90802652054,0.559059278015,0.820692115401,0.574543607226,0.585930480494,1.48109501812,9.90802047074
0.3,100000.0,0.0805263157895,0.577888562847,0.33573981225,0.56745770773,0.568128347634,3.9219186589,0.581121091854,0.828682085494,0.601845821302,0.61578170932,1.49245605691,10.0910198542
0.3,100000.0,0.0842105263158,0.593750208535,0.336546868403,0.590665881071,0.586184351261,3.93339782393,0.59932312299,0.835239619541,0.624268888744,0.63991410002,1.5017770002,10.2410678647
0.3,100000.0,0.0878947368421,0.607142447906,0.33719795696,0.610030586314,0.601017035257,3.94300411058,0.614544738129,0.840693760837,0.642938446069,0.65970955832,1.50952707478,10.3658057152
0.3,100000.0,0.0915789473684,0.618577060488,0.337730578275,0.626385703757,0.613360995605,3.9511346943,0.627427382939,0.84528447346,0.658673028055,0.67615984815,1.51604833757,10.4707821026
0.3,100000.0,0.0952631578947,0.628438056421,0.33817175761,0.64034916711,0.623753728414,3.9580865517,0.638447465142,0.849189835135,0.67207871514,0.68999013832,1.52159453519,10.5600999502
0.3,100000.0,0.0989473684211,0.63701815712,0.3385413197,0.652386556771,0.632595279913,3.96408515802,0.64796468155,0.852544122569,0.68361174059,0.701739765973,1.52635693616,10.6368437184
0.3,100000.0,0.102631578947,0.644543733585,0.338854044581,0.662854016308,0.640188067578,3.96930411955,0.656254713418,0.855450074001,0.693620747513,0.711816139091,1.53048183867,10.7033674943
0.3,100000.0,0.106315789474,0.65119216478,0.339121115609,0.672027769353,0.646763983033,3.97387883769,0.663531764604,0.857987355268,0.702375851283,0.720531412144,1.53408265322,10.761492907
0.3,100000.0,0.11,0.657104124717,0.339351110246,0.680124780802,0.652503172443,3.97791617357,0.669964370643,0.860218504033,0.710088979019,0.728127890693,1.5372483831,10.8126474893
0.310526315789,100000.0,0.04,0.774550058277,0.213688089406,1.77976642602,1.61308013752,2.91438447596,1.19986137561,0.185613455459,1.68502136365,2.32643987107,0.573221188023,13.265626441
0.310526315789,100000.0,0.0436842105263,0.383998886723,0.257238595762,1.04361776483,0.886946870705,3.20400988308,0.651510967878,0.381404901469,0.968416036069,1.34580760068,0.853810530606,9.9767620378
0.310526315789,100000.0,0.0473684210526,0.110410120494,0.284457865555,0.550216925101,0.414404348707,3.41038741254,0.280150674235,0.516050453496,0.486620881777,0.707422304056,1.04645312556,7.80657411152
0.310526315789,100000.0,0.0510526315789,0.0795285634761,0.301542067144,0.220130093626,0.106948638558,3.55454925827,0.0296395329881,0.607619284973,0.163914817499,0.292188399214,1.17730055442,6.53336121016
0.310526315789,100000.0,0.0547368421053,0.21331577126,0.31252448779,0.00503716884693,0.0972936147667,3.65604976976,0.142439625619,0.670730884228,0.0562011023537,0.0165523753575,1.2673944007,6.43753920068
0.310526315789,100000.0,0.0584210526316,0.309800977986,0.319806842235,0.16289758603,0.2369037921,3.72891319374,0.263810848944,0.715248045918,0.210374632491,0.171662882626,1.33089228581,7.45031108787
