Emt,Eme,E0,Pu239,Pu240,Pu241,U235,U238,Pu239,Pu240,Pu241,U235,U238,SumErr
0.1,100000.0,0.02,0.358526920824,0.284259525928,0.0266426089631,0.103607659318,3.83444273655,0.185250401471,0.722010270892,0.060009938376,0.265823667255,1.33613522591,7.17670895549
0.1,100000.0,0.0369111111111,0.603739074467,0.330484061639,0.558920398881,0.518886883542,3.93780406558,0.583021179633,0.82940360018,0.591883184297,0.547476273139,1.49282335806,9.99444207942
0.1,100000.0,0.0538222222222,0.633349660142,0.335317892849,0.624605604319,0.588454398037,3.95478736392,0.62951047824,0.843731060877,0.653551036136,0.640158818576,1.51356632083,10.4170326339
0.1,100000.0,0.0707333333333,0.643541487748,0.336876813296,0.646503623835,0.611593048968,3.96123457782,0.645277623077,0.848836531914,0.674399798876,0.671219800229,1.52093857221,10.560421878
0.1,100000.0,0.0876444444444,0.648568106515,0.337617159505,0.65710989659,0.622783406619,3.96457414947,0.652988048364,0.851399746086,0.684577689823,0.686302545246,1.5246349229,10.6305556711
0.1,100000.0,0.104555555556,0.651536365655,0.338043622564,0.663299995074,0.62930757639,3.9666053954,0.657515834811,0.852929848366,0.690547968403,0.695118307769,1.52683967814,10.6717445926
0.1,100000.0,0.121466666667,0.653488427155,0.338319196346,0.667337557539,0.633559781404,3.96796796877,0.660481831506,0.853943490884,0.694455975801,0.700874029482,1.5282994717,10.6987277306
0.1,100000.0,0.138377777778,0.654867297737,0.338511316128,0.670172248057,0.636543420787,3.96894421814,0.662570794563,0.854663266708,0.69720690164,0.704917718698,1.5293356555,10.717732838
0.1,100000.0,0.155288888889,0.655892059411,0.338652653774,0.67226910137,0.638749434727,3.9696775532,0.664119783189,0.855200319783,0.699245895741,0.707910357342,1.53010856961,10.7318257281
0.1,100000.0,0.1722,0.656683108236,0.338760876159,0.673881716008,0.640445367905,3.97024837734,0.665313349818,0.855616173831,0.70081652011,0.71021275483,1.53070692231,10.7426851665
0.1,316227.766017,0.02,0.423154236434,0.587741204111,1.27485680598,1.43928336608,9.64490215747,0.791305758292,0.0556801961518,1.07006739009,1.78064573299,0.0825892898585,17.1502261375
0.1,316227.766017,0.0369111111111,0.0428412920093,0.617502626106,0.0625658479606,0.151504687153,10.8364679104,0.0125796502081,0.0778962062307,0.0318195764126,0.0584223302502,0.258024784998,12.1496249117
0.1,316227.766017,0.0538222222222,0.103853156685,0.624986094817,0.0853556794021,0.00496774322899,11.0183591233,0.114762201477,0.097655983229,0.171188211751,0.156143298075,0.283619247582,12.6608907395
0.1,316227.766017,0.0707333333333,0.12507321272,0.628078519805,0.135228861593,0.0575859457306,11.0850603456,0.149811370769,0.10482615095,0.218900941344,0.229019665696,0.29286347731,13.0264484915
0.1,316227.766017,0.0876444444444,0.135575182305,0.629740101254,0.159476811622,0.0831250431443,11.118979689,0.167016778261,0.108452773157,0.242298862525,0.264583724782,0.297528108015,13.2067770741
0.1,316227.766017,0.104555555556,0.141786720557,0.630771654864,0.173653859562,0.0980393208533,11.13937692,0.177138649819,0.110626450369,0.256054992179,0.285423554328,0.300319927234,13.3131920498
0.1,316227.766017,0.121466666667,0.145875419621,0.631472759215,0.182910264868,0.107768612694,11.1529541268,0.18377594646,0.112070116074,0.265071482506,0.299050466162,0.30217235195,13.3831215463
0.1,316227.766017,0.138377777778,0.148765186198,0.631979681277,0.189413067515,0.114599085366,11.162627625,0.188453646605,0.113097046743,0.2714239328,0.308633785301,0.303489136293,13.4324821931
0.1,316227.766017,0.155288888889,0.150913659692,0.632363030069,0.194225294562,0.119651145945,11.1698634585,0.191923737352,0.113864262921,0.276135283317,0.315731283679,0.304472388904,13.4691435449
0.1,316227.766017,0.1722,0.152572599882,0.632662963941,0.197927316581,0.123536022722,11.1754771758,0.194598444904,0.114458919201,0.279766055543,0.321194702649,0.305234181846,13.497428383
0.1,1000000.0,0.02,0.78133048542,0.987011542886,1.84589318861,2.05086311542,12.3111312585,1.23926007902,0.47162307998,1.58720655864,2.47513382127,0.599070736075,24.3485238658
0.1,1000000.0,0.0369111111111,0.248994045195,1.11035857436,0.385346847655,0.500250223292,14.4305716022,0.284477411738,0.385291223544,0.259137736774,0.373793524439,0.514302358326,18.4925235475
0.1,1000000.0,0.0538222222222,0.17667757568,1.13336030704,0.199825727697,0.304173986016,14.7655218619,0.158174449024,0.371720061246,0.0839740571582,0.10038196687,0.501328201546,17.7951381942
0.1,1000000.0,0.0707333333333,0.151410454588,1.14225069743,0.136923632233,0.237879738757,14.888851468,0.114612411453,0.366732412537,0.0236234751849,0.00687250265003,0.496602198609,17.5657589914
0.1,1000000.0,0.0876444444444,0.138888440357,1.14688499518,0.106284418884,0.205647163329,14.95163969,0.0931893201165,0.36419563484,0.0060399394187,0.0388791907292,0.494209325296,17.5458581182
0.1,1000000.0,0.104555555556,0.131477856171,1.14971247049,0.0883553708216,0.186809723064,14.9894140853,0.0805757477941,0.36267039643,0.0234995691759,0.0657243720872,0.492774549457,17.5710141408
0.1,1000000.0,0.121466666667,0.126598479563,1.15161257348,0.0766438008609,0.174516277605,15.0145635049,0.0723008026518,0.361655346604,0.0349511884274,0.0832921156233,0.491821462463,17.5879555521
0.1,1000000.0,0.138377777778,0.123149322168,1.15297553278,0.0684138740699,0.165883634611,15.0324839199,0.0664673428644,0.36093228445,0.043022793523,0.0956534200963,0.491143438927,17.6001255633
0.1,1000000.0,0.155288888889,0.120584698911,1.15400018224,0.0623224040662,0.159497696214,15.0458892863,0.0621390798549,0.360391522914,0.0490109931565,0.10481175914,0.490636867448,17.6092844903
0.1,1000000.0,0.1722,0.118604301971,1.1547982355,0.0576356624555,0.154586635912,15.0562898057,0.0588024799355,0.35997205091,0.0536267940021,0.111863516484,0.490244223508,17.6164237063
0.2,100000.0,0.02,2.30463103998,0.163798056739,6.03380143176,6.41700283144,2.45071551054,4.00048246575,0.508029441988,5.50239497351,8.60314160564,0.448078010804,36.4320753681
0.2,100000.0,0.0369111111111,0.340585534808,0.301866990773,0.067711113483,0.0324217542493,3.73375093533,0.214558742825,0.693973211908,0.109605532643,0.111048079638,1.29881543531,6.90433733097
0.2,100000.0,0.0538222222222,0.583271697307,0.331341589344,0.540427582748,0.510445212205,3.91209500255,0.564552932456,0.817967063854,0.569214790696,0.534015961486,1.4768032439,9.84013507655
0.2,100000.0,0.0707333333333,0.637562162498,0.33670520148,0.638283156358,0.605785214187,3.95609847535,0.638851749491,0.846163942808,0.666196012111,0.66354502532,1.51713164908,10.5063225887
0.2,100000.0,0.0876444444444,0.658963112409,0.338558438159,0.675204361402,0.640784851846,3.97413789828,0.667226512449,0.857281010022,0.703106802659,0.711209477123,1.53300607073,10.7594785351
0.2,100000.0,0.104555555556,0.670021903065,0.339432379547,0.693757721275,0.658017870524,3.98364569692,0.681583284655,0.863006863029,0.721741374508,0.734699921175,1.54117511767,10.8870821324
0.2,100000.0,0.121466666667,0.676682870598,0.339924597889,0.704719587429,0.668042511229,3.98943807097,0.690102313742,0.866442432378,0.732781714099,0.748369060187,1.5460740836,10.9625772421
0.2,100000.0,0.138377777778,0.681104973737,0.340235026287,0.711895426611,0.674525322348,3.99331123326,0.695695294598,0.868714935734,0.740021750039,0.75720932322,1.54931348369,11.0120267695
