Emt,Eme,E0,Nd147,Nd148,Cs134,Pu240,Ru106,Pu241,U235,Pu239,U238,Sb125,Cs133,Cs137,SumErr
0.5,100000.0,0.045375,11.949916045,0.801476573143,6.3127067832,0.0906368840579,0.0107834078387,5.12864447037,4.23319761421,3.22337075704,1.33913333338,3.3938426108,0.704519095894,4.86139017916,42.0496177541
0.5,100000.0,0.0594666666667,5.69332263183,0.0541535756637,2.76165768105,0.235896563152,0.281390345733,2.69568958513,1.75318322239,2.08071040651,2.37661402308,1.86053105126,0.14051392747,2.12853463429,22.0621976476
0.5,100000.0,0.0735583333333,2.09607494482,0.365938243478,0.697067004589,0.3029906215,0.427909746518,0.866597301951,0.31624579154,0.778316357752,3.24361799122,1.03784810609,0.158819621901,0.545520089014,10.8369458204
0.5,100000.0,0.08765,0.756918704581,0.520353751753,0.0768245918292,0.325003685501,0.477871196408,0.0690441007017,0.226792818694,0.109490817388,3.62470189762,0.744059780844,0.265008119519,0.0467218423763,7.24279130722
0.5,100000.0,0.101741666667,0.219873807986,0.581714072612,0.388649826608,0.333088159102,0.496556118349,0.288400324408,0.447858586818,0.221383088542,3.79462948997,0.629933385375,0.306071947512,0.285025509702,7.99318431699
0.5,100000.0,0.115833333333,0.0325701076725,0.610349809756,0.535758309093,0.336649202108,0.504833842417,0.470989395126,0.553200072312,0.402371613339,3.88088592958,0.577670558287,0.324811501905,0.397327222686,8.62741756428
0.5,100000.0,0.129925,0.168378940336,0.625664668007,0.615132588056,0.33847306632,0.509063389417,0.575732289344,0.610555026127,0.511591104484,3.93011378711,0.550166933851,0.334645508424,0.457867624887,9.22738492636
0.5,100000.0,0.144016666667,0.249383265869,0.634754560619,0.662593201267,0.339520703341,0.511474190892,0.641457658653,0.645122394021,0.582857515426,3.96089075906,0.534068606394,0.340387887272,0.494040206659,9.59655094947
0.5,100000.0,0.158108333333,0.301637748718,0.640593931429,0.693273986804,0.340177088148,0.512967897187,0.685622635897,0.667622205323,0.632258040003,3.98152194878,0.523851987153,0.344024833835,0.517409285124,9.8409615884
0.5,100000.0,0.1722,0.337444326877,0.644581012816,0.714336043734,0.340616736031,0.513955185987,0.716913740389,0.68315982336,0.66815581494,3.9961182727,0.516950308825,0.346477394414,0.533443306645,10.0121519667
0.5,1000000.0,0.045375,13.0092066007,0.946791449276,6.90810420297,0.0166011922304,0.0814672379516,5.62819011879,4.65930794323,3.56818055594,1.52405964555,3.73837580186,0.843435048425,5.32312810407,46.246847901
0.5,1000000.0,0.0594666666667,9.25406919027,0.601713976819,4.75363712195,0.169038989902,0.0238026586225,4.65471552125,3.20984563498,3.7168439876,4.13086330784,3.29015307067,0.744210274873,3.68607140622,38.234965141
0.5,1000000.0,0.0735583333333,5.77223383285,0.357614749437,2.70244276603,0.522423294497,0.080562707434,3.07477279525,1.86696122341,2.88718018651,8.19201091079,3.25826333551,0.833847059348,2.1528634962,31.7011763573
0.5,1000000.0,0.08765,3.67318850226,0.235144328746,1.44683575699,0.793677483809,0.150951115052,1.83671798047,1.04247009967,1.94987134159,11.1830601757,3.36482010072,0.947275286233,1.22239377287,27.8464059441
0.5,1000000.0,0.101741666667,2.57770814786,0.179774627996,0.7847366009,0.955118181621,0.200262295181,1.08135996732,0.604139993269,1.28338143321,12.933323381,3.46414544015,1.02708067219,0.734459662871,25.8254904035
0.5,1000000.0,0.115833333333,1.98930381287,0.153498169241,0.426343029968,1.04977654494,0.231853371033,0.629626317259,0.364799143595,0.847022515418,13.9503100918,3.53523413242,1.07830731818,0.471409990139,24.7274844369
0.5,1000000.0,0.129925,1.64917109077,0.139916437607,0.217886736534,1.10814072988,0.252486523767,0.346898991955,0.224461243598,0.556507554594,14.5739193133,3.58456513212,1.11180445279,0.318894279757,24.0846524867
0.5,1000000.0,0.144016666667,1.43761494078,0.132298847515,0.087567605683,1.14630728491,0.266545257815,0.159924220309,0.13609853525,0.355433414034,14.9802587252,3.61950206452,1.13464698808,0.223793337864,23.679991222
0.5,1000000.0,0.158108333333,1.29752672612,0.127720366393,0.000899874360186,1.17261913217,0.276542633201,0.0299301747448,0.0769677332834,0.210631632954,15.2597004848,3.64502398239,1.15090073354,0.160683799712,23.4091472737
0.5,1000000.0,0.1722,1.19986238195,0.124807608032,0.0597459886552,1.19158156427,0.283925057663,0.0643554998389,0.0353684213642,0.102613269545,15.4607402354,3.66424818785,1.16290902193,0.116604061872,23.4667612983
0.875,100000.0,0.045375,13.4134962867,0.9734073932,7.14721380232,0.0610508005277,0.0723563587342,5.83593677773,4.81823043344,3.71214229849,1.01514448028,3.73326192017,0.828905762154,5.5014926543,47.112638968
0.875,100000.0,0.0594666666667,11.4310847776,0.716937321008,6.0607094125,0.136215773902,0.0655809252876,6.01584372871,4.07189484526,4.86791839693,0.783083136273,3.12113732609,0.598633762369,4.65246896386,42.5215083698
0.875,100000.0,0.0735583333333,9.57403864495,0.485275216828,5.03095731688,0.184050510132,0.176799280577,5.91664194305,3.39537264997,5.67070096324,0.782487818168,2.59880313215,0.404299043488,3.85433460126,38.0737611207
0.875,100000.0,0.08765,7.07719971889,0.189723634196,3.61372338957,0.225386639738,0.289051327894,4.85836154306,2.42168604517,5.24531813875,1.24434370129,2.00005578167,0.185131040846,2.76630464933,30.1162856104
0.875,100000.0,0.101741666667,4.38913406417,0.118772673773,2.06356570122,0.262965010713,0.386192581201,3.13825039085,1.3223972043,3.73263931708,2.04099379724,1.42038312071,0.0245007708469,1.58171061439,20.4815052465
0.875,100000.0,0.115833333333,2.43190492115,0.339584943885,0.923413252873,0.290169608463,0.447294779738,1.6701377625,0.501853858352,2.20691406237,2.74470681057,1.02430515532,0.16657456153,0.712263103141,13.4591228199
0.875,100000.0,0.129925,1.28247721256,0.4677789791,0.248986035504,0.30708250382,0.479325801265,0.732267835652,0.0130193643251,1.15067785744,3.20781691961,0.802026947715,0.245838415847,0.19861004826,9.1359079211
0.875,100000.0,0.144016666667,0.639650350035,0.53883713787,0.130295139429,0.317362129933,0.495553494125,0.179449941345,0.262766196632,0.495487080448,3.48861466864,0.682233627811,0.288364124836,0.0899852374265,7.60859912853
0.875,100000.0,0.158108333333,0.270029557497,0.579393579627,0.349372036601,0.32385459375,0.504071349879,0.149923169887,0.422184952015,0.0904767539153,3.66056226603,0.61553412394,0.311955400556,0.256552641251,7.53391042495
0.875,100000.0,0.1722,0.0463676543069,0.603778447627,0.482452334379,0.32818010387,0.508798604817,0.354280746486,0.518941707668,0.168051789061,3.77011226619,0.576319684765,0.325782364964,0.357669037436,8.04073474158
0.875,1000000.0,0.045375,13.4144564589,0.973537185267,7.1477539997,0.0609885506927,0.0724179988241,5.83639056071,4.81861628484,3.71245559903,1.01527353799,3.73356497842,0.829027172033,5.50191107097,47.1163933974
0.875,1000000.0,0.0594666666667,11.4775533522,0.723261147369,6.08697701154,0.133001133202,0.0626351735395,6.04197830033,4.09076795118,4.88981186548,0.789459282795,3.13586515483,0.604586051722,4.67279062103,42.7086870452
0.875,1000000.0,0.0735583333333,10.000992428,0.544226256717,5.27329616095,0.151237486064,0.149448080373,6.19494119539,3.57201713354,5.93952994979,0.851336615649,2.73689796865,0.460750966844,4.04179039908,39.9164646411
0.875,1000000.0,0.08765,8.5485600139,0.401852860332,4.45008775168,0.0847933384087,0.185987771646,5.92174509722,3.04183834311,6.38079124497,1.63893749145,2.51459332701,0.399925412719,3.41496802709,36.9840806795
0.875,1000000.0,0.101741666667,6.95183331141,0.28836581399,3.51326782293,0.0864163322789,0.163032728229,5.09904730776,2.42026919449,5.97910959199,3.44962663451,2.48962874056,0.43667444478,2.71510220925,33.5923741322
0.875,1000000.0,0.115833333333,5.38915115709,0.208061637565,2.57245806658,0.31991172194,0.0951238503889,3.96267085366,1.78653033048,4.96611078477,5.90463233909,2.62302417338,0.546970219509,2.0212867995,30.3959319339
0.875,1000000.0,0.129925,4.10246390015,0.159264658404,1.78372465716,0.547338895248,0.0134789412383,2.86471136775,1.25299347279,3.80489026953,8.31409157134,2.822180354,0.679736146431,1.44450582521,27.7893800592
0.875,1000000.0,0.144016666667,3.16214839745,0.132885390411,1.19953809352,0.731432563726,0.0600295587873,1.98725058256,0.858325183114,2.79469887552,10.2842055737,3.01576434962,0.799269649697,1.01984869635,26.0453969144
0.875,1000000.0,0.158108333333,2.51086231262,0.119692748047,0.790589799579,0.868242750102,0.118538295376,1.34415583766,0.583175309415,2.01409367991,11.7637010204,3.17619867889,0.894388334497,0.723935308958,24.9075740754
0.875,1000000.0,0.1722,2.06424358639,0.113545598593,0.50766442888,0.96711547434,0.16300565957,0.885809586642,0.393894938891,1.43659227248,12.844029441,3.30128995783,0.966659984619,0.51997161727,24.1638225465
1.25,100000.0,0.045375,13.4147769997,0.973557753556,7.14794411274,0.0610210636127,0.0724099847928,5.83655463298,4.81874171185,3.71256949924,1.01485790531,3.73355820959,0.829014382815,5.50205274364,47.1170589999
1.25,100000.0,0.0594666666667,11.4926417515,0.724042308105,6.0960546378,0.134796689592,0.0632828090816,6.05136088767,4.09671210482,4.89775526527,0.765845268434,3.13460150134,0.603535297006,4.6794984654,42.740126986
1.25,100000.0,0.0735583333333,10.138470234,0.549458996464,5.35728498949,0.169635160991,0.158035862703,6.29633728065,3.62704609885,6.03884221245,0.59544316837,2.71590184766,0.446656377713,4.1033232429,40.1964354722
1.25,100000.0,0.08765,9.0601139899,0.412216752317,4.76839327695,0.161301205637,0.230601339153,6.35371701651,3.24948224956,6.85021835586,0.49201536737,2.39112631142,0.325716665669,3.64579853107,37.9407010614
1.25,100000.0,0.101741666667,7.98777904444,0.280126361397,4.17466151433,0.0914833488266,0.29280297306,6.07740867286,2.84337973866,7.12703389921,0.511672027694,2.0960161962,0.216925778243,3.18760161794,34.8868911729
1.25,100000.0,0.115833333333,6.673773744,0.12534539204,3.43014773485,0.0385601664108,0.351387276373,5.32385672729,2.30735579482,6.66326165805,0.757447376611,1.78288845835,0.102982079373,2.61714818566,30.1741545938
1.25,100000.0,0.129925,5.10951195704,0.0527045084882,2.52676020204,0.180721378369,0.404982524187,4.14123017394,1.64574291293,5.48643411389,1.25548049793,1.4540786592,0.015318916019,1.92806619333,24.2010320374
1.25,100000.0,0.144016666667,3.57831841504,0.22324224313,1.6307488221,0.273962825554,0.447392434121,2.84817370229,0.989186242801,4.00379886333,1.87239437971,1.15930435782,0.120484283015,1.24622970295,18.3932362719
1.25,100000.0,0.158108333333,2.34796837529,0.358298690007,0.903899166665,0.299531194387,0.476029505965,1.75414771388,0.459352308663,2.66123783241,2.43882880155,0.936968078434,0.199307147532,0.693860555032,13.5294293698
1.25,100000.0,0.1722,1.47611627064,0.452977840133,0.385036956315,0.276484680477,0.493434876446,0.957780990157,0.0838692816977,1.64273736294,2.87794879154,0.787082353109,0.252184755527,0.299893415967,9.98554757494
1.25,1000000.0,0.045375,13.4147775044,0.973557821772,7.14794439666,0.061021030897,0.0724100171889,5.83655487148,4.81874191464,3.7125696639,1.01485797312,3.73355836887,0.829014446625,5.50205296355,47.1170609731
1.25,1000000.0,0.0594666666667,11.4928159444,0.72406599592,6.09615311017,0.134784678851,0.0632717891537,6.05145886704,4.09678284913,4.89783734628,0.765868812525,3.13465662491,0.603557568196,4.67957464275,42.7408282293
1.25,1000000.0,0.0735583333333,10.1441623001,0.5502378719,5.36051800197,0.169212548794,0.157680174882,6.30005287243,3.6293997427,6.04243228598,0.596219147833,2.71770907304,0.447392465348,4.1058221773,40.2208386623
1.25,1000000.0,0.08765,9.11564590671,0.419872027956,4.80007868646,0.156689015383,0.227157896317,6.39416573989,3.27282849443,6.89346440115,0.499827539636,2.40886269426,0.333000394908,3.67027918055,38.1918719776
1.25,1000000.0,0.101741666667,8.25089977157,0.316858283819,4.32540048053,0.0649791047342,0.276352290917,6.28385573889,2.95534398277,7.36446134543,0.553677193459,2.18148283455,0.252372313684,3.30409515506,36.1297784954
1.25,1000000.0,0.115833333333,7.42674799174,0.233276300827,3.86267508122,0.14013781011,0.301964335253,5.94210173894,2.63019824846,7.41362396813,0.922299802998,2.03879216263,0.21062223114,2.95195560579,34.0743952772
1.25,1000000.0,0.129925,6.56401809046,0.16679957228,3.36217157884,0.460989968957,0.297743361651,5.3606927376,2.27205149342,7.027514907,1.77382026226,1.99717578429,0.217730855439,2.57733649953,32.0780451117
1.25,1000000.0,0.144016666667,5.65626422026,0.117889467258,2.81873287005,0.850653232137,0.262041802176,4.58826825473,1.88621477065,6.27056521646,3.14036042226,2.06183360575,0.276193169262,2.17643684569,30.1054538767
1.25,1000000.0,0.158108333333,4.76164055761,0.0863110603033,2.26943612317,1.23429916518,0.202039641479,3.7323960045,1.50354534233,5.29644943219,4.86168585237,2.21160557214,0.374158728436,1.77562193687,28.3091894166
1.25,1000000.0,0.1722,3.95313934462,0.0693973672084,1.76316000409,1.5510954115,0.130395438156,2.90908593881,1.15843176923,4.28300844647,6.6808112835,2.40733882646,0.490931651733,1.40917479184,26.8059702736
1.625,100000.0,0.045375,13.4147776697,0.973557832181,7.14794449475,0.0610210197595,0.0724100127449,5.83655495586,4.8187419794,3.71256972249,1.01485775429,3.73355836429,0.829014439518,5.50205303667,47.1170612816
1.625,100000.0,0.0594666666667,11.4928712935,0.724068792357,6.09618644835,0.134780653716,0.0632742756095,6.05149319289,4.09680469777,4.89786641213,0.765780560673,3.13465160814,0.603553536139,4.67959928409,42.7409307553
1.625,100000.0,0.0735583333333,10.1458857784,0.550301884548,5.36157215641,0.169075237045,0.157790634055,6.30131973752,3.63009139716,6.04367326984,0.592970955509,2.71743660566,0.447211613826,4.1065948215,40.2239240914
1.625,100000.0,0.08765,9.13131801753,0.420201742126,4.80983107063,0.155258631635,0.22851700979,6.40732316793,3.27921242683,6.90776094929,0.46485970281,2.4051223275,0.33075190338,3.67736117474,38.2175181242
1.625,100000.0,0.101741666667,8.31927969773,0.316844335448,4.36884584156,0.0571268153926,0.284280799115,6.34750722728,2.98343969149,7.43907081458,0.370180858236,2.15796160238,0.239096865586,3.33528794861,36.2189224974
1.625,100000.0,0.115833333333,7.60798560252,0.227639096257,3.98102691921,0.169624451179,0.330530255082,6.12601656148,2.7046979214,7.64208955233,0.31803492047,1.94893592875,0.162123889612,3.03562093912,34.2543260374
1.625,100000.0,0.129925,6.88855502477,0.140011706186,3.58299746163,0.54318826569,0.371019662286,5.71990628149,2.40412918757,7.49537412864,0.343845674081,1.75490884702,0.0913308536423,2.72969196911,32.0649590621
1.625,100000.0,0.144016666667,6.05870286817,0.0427340020861,3.11363863175,1.02057676712,0.407770531991,5.09060361752,2.04540651482,6.95331289274,0.500029889105,1.55824388118,0.0203281869047,2.37086222524,29.1822100086
1.625,100000.0,0.158108333333,5.08090326381,0.0680551115048,2.54911545401,1.49091106185,0.440616947319,4.24514856525,1.61910352346,6.02616839009,0.81811464552,1.35480208638,0.0524136363965,1.94092187543,25.686274561
